Statement,Label
The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.,FALSE
"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",FALSE
"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",FALSE
Says Thomas Jefferson helped craft the Constitution.,FALSE
"Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.",FALSE
"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.",FALSE
Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,FALSE
Says Democratic challenger Russ Feingold was the deciding vote on Obamacare.,FALSE
Florida has the most errors and exonerations from death row.,FALSE
A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,FALSE
There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,FALSE
"I was one of the few, very few, who voted `no on the Iran deal.",FALSE
"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.",FALSE
Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,FALSE
On expanding Medicaid under the Affordable Care Act.,FALSE
"Obama's plan to raise the capital gains tax ""hurts the middle class.""",FALSE
The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,FALSE
Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,FALSE
"Doctors kill about 250,000 people a year in botched surgeries.",FALSE
The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,FALSE
"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",FALSE
"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.",FALSE
Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,FALSE
"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.",FALSE
25 percent of our economy is the financial sector.,FALSE
"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",FALSE
Illegal immigration and the crime rate are as low as theyve been in decades.,FALSE
"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York.",FALSE
Repealing Obamacare saves our nation more than $2 trillion.,FALSE
"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",FALSE
We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.,FALSE
"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.",FALSE
McCain voted 19 times against a minimum-wage increase.,FALSE
Sen. Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.,FALSE
Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,FALSE
Oregon is the most trade-dependent state in the nation,FALSE
"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",FALSE
Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,FALSE
"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans.",FALSE
U.S. Sen. Lindsey Graham says South Carolina has a labor shortage and wants more immigration.,FALSE
110 people a day move to Austin.,FALSE
"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.",FALSE
"Were spending $12,000 bucks a kid a year in the school system.",FALSE
Says Austin has the lowest property tax rate by far of the five major cities in Texas.,FALSE
I didnt support Sonia Sotomayor.,FALSE
You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,FALSE
Says Chris Christie was the first governor in America to endorse Mitt Romney.,FALSE
"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.",FALSE
Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,FALSE
Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,FALSE
Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.,FALSE
"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.",FALSE
Texans eat more catfish than residents of all other states combined.,FALSE
Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,FALSE
"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.",FALSE
"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.",FALSE
U.S. Sen. Sheldon Whitehouse rewarded Wall Street executives with millions in bonuses.,FALSE
Says his Act 10 reforms have saved the taxpayers some $3 billion.,FALSE
"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",FALSE
About 3 percent of Gov. Nathan Deals appointments have been African-American.,FALSE
"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",FALSE
"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.",FALSE
John McCain said...in December he was surprised there was a subprime mortgage problem.,FALSE
"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",FALSE
The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,FALSE
Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,FALSE
The Senate Republican education plan is an unfunded mandate for local school districts.,FALSE
"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",FALSE
"With Obamacare,You have no options ..you cant get competitive bidding.",FALSE
"John McCain has said the economy is ""not his strong suit.""",FALSE
Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,FALSE
"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",FALSE
Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,FALSE
Jason Carter actually opposed more funding for education in the Senate.,FALSE
"Every day in the United States, we are losing 15 factories.",FALSE
About 2 percent of Americans get paid the minimum wage.,FALSE
"The Affordable Care Act is a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals.",FALSE
"After Patrick Murphys charges were dropped, Murphys father gave the prosecutor a huge campaign donation.",FALSE
The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.,FALSE
"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.",FALSE
"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",FALSE
This week the House of Representatives voted to remove the word lunatic from federal law.,FALSE
"Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.",FALSE
Says the states budget shortfall is not that much different than it was in 2003.,FALSE
"Sen. Joe Biden, the ranking member of the Foreign Relations Committee, recommended partitioning Iraq into three separate entities.",FALSE
The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget,FALSE
Seventy percent of Missourians support voter photo ID legislation.,FALSE
Says middle-class New York State residents will have the lowest tax rate in 70 years.,FALSE
My plan offers three times as much tax relief to the middle class as Senator McCain's.,FALSE
"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",FALSE
"Under President Obama, domestic oil production is at an eight-year high.",FALSE
Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,FALSE
Seniors will see $500 billion in Medicare cuts to fund Obamacare.,FALSE
Theres only one candidate under investigation -- Terry McAuliffe.,FALSE
Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.,FALSE
"Currently, there is no one from South Austin on the (Austin City) Council!",FALSE
"The percent of students who enter high school and eventually earn a diploma or equivalent, or who remain in pursuit of a diploma or equivalent, is 90 percent.",FALSE
"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",FALSE
There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.,FALSE
"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.",FALSE
Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.,FALSE
Says theres no proven instance where hydraulic fracking has polluted groundwater.,FALSE
Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.,FALSE
"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",FALSE
"$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.",FALSE
"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",FALSE
There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.,FALSE
"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",FALSE
It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,FALSE
"Austin has over 1,000 city employees that make six-figure salaries.",FALSE
Every signer of the Declaration of Independence had no federal elected office experience.,FALSE
The state [food stamp call center] program is administered from foreign shores.,FALSE
Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,FALSE
Florida is now the No. 1 state in the country for automobile accident fraud.,FALSE
When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,FALSE
All University of Texas student-athletes get an iPad.,FALSE
There was no surge in 501(c)(4) applications in 2010.,FALSE
"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed.",FALSE
President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.,FALSE
"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts.",FALSE
"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",FALSE
We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.,FALSE
Says Milwaukee County buses are no less safe now than a year or two ago.,FALSE
Says the average government worker wont be impacted in the first two years under the reform of state health benefits.,FALSE
Says she voted for a statewide fracking ban.,FALSE
"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.",FALSE
The federal limousine fleet has increased by 42 percent since Barack Obama took office.,FALSE
"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""",FALSE
Says he was endorsed by theValley News newspaper.,FALSE
John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,FALSE
"We had a massive landslide victory, as you know, in the Electoral College.",FALSE
More people have been put on food stamps by Barack Obama than any president in American history.,FALSE
A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,FALSE
Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties.,FALSE
Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,FALSE
"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",FALSE
Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,FALSE
"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.",FALSE
"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free.",FALSE
"Says that according to a report, the tech sector now drives more than one-quarter of Austins economy.",FALSE
"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship.""",FALSE
"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",FALSE
"Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.",FALSE
"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",FALSE
"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.",FALSE
"Seniors will have to find $12,500 for health care because Republicans voted to end Medicare.",FALSE
"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",FALSE
Says Hillary Clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,FALSE
"President Obama promised families making less than $250,000 a year would not see taxes go up, but Obamacare raises 18 different taxes.",FALSE
"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",FALSE
The polls show over half of Americans identify themselves as being pro-life.,FALSE
"One in four Texans lacks health insurance, the highest proportion in the nation.",FALSE
On repeal and replace of federal health care reform.,FALSE
Under the Obama economy ... utility bills are higher.,FALSE
Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.,FALSE
House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.,FALSE
This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.,FALSE
Says Barack Obama and his team are socialists in every respect of the word.,FALSE
The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.,FALSE
"Under Scott Walkers policies, the typical Wisconsin family has actually seen their real income drop by nearly $3,000 in the last four years.",FALSE
Says Ronald Reagan got the Saudis to flood the market with cheap oil.,FALSE
"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",FALSE
People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,FALSE
U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.,FALSE
"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week.",FALSE
There are a multitude of vaccines that do not prevent deadly and crippling diseases.,FALSE
We dont have bars on campus in Texas. Its against the law... no alcohol allowed.,FALSE
Says there have been well over 54 million abortions since 1973.,FALSE
China holds 26 percent of the U.S. debt.,FALSE
Says Portland has higher standards than feds on allowed police use of force.,FALSE
Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.,FALSE
Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,FALSE
A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.,FALSE
Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao and these were folks who have done horrendous damage not only to their own countries but to other countries.,FALSE
Vern Buchanan has been completely exonerated in a Federal Election Commission action.,FALSE
Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,FALSE
The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,FALSE
Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,FALSE
President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,FALSE
Says this House processed and approved as many bills as previous Legislatures.,FALSE
"Biden was responsible for ""ending genocide in Bosnia.""",FALSE
The last three days of early voting happen to be the most populated days of voting that we have in early voting.,FALSE
"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",FALSE
Says Newt Gingrich supports amnesty for illegal immigrants.,FALSE
"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",FALSE
Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.,FALSE
Says Marco Rubio voted to deport young people known as Dreamers.,FALSE
There's no rationing in any of these bills.,FALSE
A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,FALSE
Obamacare puts the federal government between you and your doctor.,FALSE
The state-hired company that evaluates state-mandated student exams goes on Craigslist to get examiners to read our students essays.,FALSE
Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.,FALSE
Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.,FALSE
Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,FALSE
Says tax revenues are the lowest they have been since World War II.,FALSE
Says Barack Obamas health care law will be the biggest job-killer ever.,FALSE
"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",FALSE
Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.,FALSE
"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.",FALSE
Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,FALSE
FCAT tests account for less than 1 percent of the instructional time provided during the year.,FALSE
"Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.",FALSE
The health care bill has six years of costs against 10 years of tax revenue.,FALSE
"Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate.",FALSE
Obama put a 10 percent tax on tanning.,FALSE
Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,FALSE
"Just two weeks ago, Congressman Hurd quit his post on the House Committee on Small Business saying that he was unable to find the time to serve.",FALSE
Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,FALSE
Says Adam Hasners record includes requesting over $92.2 million in earmarks.,FALSE
No one beta-tested healthcare.gov.,FALSE
"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",FALSE
"Says for the first time in the history of the United States, the government cut taxes during wartime",FALSE
Says he sued Obamas EPA seven times.,FALSE
A working woman will earn $7.70 on $10.,FALSE
"Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.",FALSE
"Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years.",FALSE
"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",FALSE
"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.",FALSE
If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,FALSE
"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",FALSE
When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,FALSE
"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",FALSE
"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",FALSE
Californias credit rating is the worst in the country.,FALSE
The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies,FALSE
"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.",FALSE
"Just in the past 10 years, college tuition has increased 28 percent.",FALSE
"Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.",FALSE
"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.",FALSE
"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.",FALSE
"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it.",FALSE
Obama regime planned the influx of illegal alien children at the border.,FALSE
"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.",FALSE
"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.",FALSE
"When it comes to taking cuts in tough budget times, Wisconsin state workers havent had to sacrifice.",FALSE
Says Donald Trump has been talking about the option of using a nuclear weapon against our Western European allies.,FALSE
McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,FALSE
Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,FALSE
"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",FALSE
"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.",FALSE
Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,FALSE
"Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.",FALSE
"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",FALSE
I have the No. 1 show on NBC.,FALSE
Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because he didnt understand the charge.,FALSE
"According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.",FALSE
That luxury jet was over the top. I put it on eBay.,FALSE
Thirty-five states have accepted high-speed intercity rail money.,FALSE
Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,FALSE
There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,FALSE
Says Obama has doubled the stock market from where we started when he was sworn into office,FALSE
On supporting the budget proposed by Rep. Paul Ryan,FALSE
"When I became governor, I inherited a large deficit. You know what? We just turned that into the largest surplus in Virginia history.",FALSE
My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,FALSE
Obamacarerepresents the largest tax increase in the history of the world.,FALSE
"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.""",FALSE
"Even a 100 percent tax on millionaires would only fund four months of government operations, failing to seriously address budget deficits and debt.",FALSE
Thousands of Westerners and Americans are fighting with extremists in eastern Syria and Iraq.,FALSE
Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.,FALSE
Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.,FALSE
Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,FALSE
I will keep taxes low and cut them where I can. My opponent will raise them.,FALSE
"The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due credit card bills.",FALSE
Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,FALSE
Says he would have almost twice the actual experience practicing law Greg Abbott did on becoming attorney general of Texas.,FALSE
Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,FALSE
Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.,FALSE
"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.",FALSE
A congressional laundry closed due to the partial government shutdown.,FALSE
"Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families.",FALSE
"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, you get out of poverty.",FALSE
"In one Colorado hospital, 50 percent of newborns tested had marijuana in their system.",FALSE
"Republicans included the Akin amendment in the Republican Party platform, which bans abortion, even for rape victims.",FALSE
"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas.",FALSE
Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,FALSE
"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.",FALSE
"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do.",FALSE
Barack Obama loves Che Guevara.,FALSE
Says Betty Sutton and House Democrats gutted Medicare by $741 billion to pay for Obamacare.,FALSE
One out of four corporations doesnt pay a nickel in (federal income) taxes.,FALSE
Were one of the only communities in the country that didnt lose population in the last census.,FALSE
I had five of my citizens that were killed last week because of border security problems.,FALSE
There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,FALSE
Says the U.S. election system is rigged.,FALSE
Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.,FALSE
This (Independent Payment Advisory Board) board can ration care and deny certain Medicare treatments so Washington can fund more wasteful spending.,FALSE
The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,FALSE
"Scary fact about our national debt. In 1791 it was $75 million. Today, it rises by that amount in about an hour.",FALSE
Says he earned the highest possible credit ratings as state treasurer.,FALSE
"Fifteen years ago, you couldnt even get a pizza delivered in that neighborhood.",FALSE
"Romneycare is a top-down, government-run health care system.",FALSE
The Capitol rotunda was actually made to invite the people in and to accommodate protests.,FALSE
I said two years ago that the Fannie and Freddie thing was a very serious problem and we had to work on it.,FALSE
Says he has yet to get a response from Barack Obama to his August 2010 letter making border security requests.,FALSE
More preschoolers are shot dead each year than police officers are in the line of duty.,FALSE
The health care reform law reduces the deficit by nearly $1.2 trillion over the next two decades.,FALSE
Says Hillary Clinton erased all of her emails even though they were subject to recall and review by Congress.,FALSE
"Over 214,000 doctors opt out of Obamacare exchanges.",FALSE
The 2011-13 state budget cuts overall funding for public schools by $1.6 billion,FALSE
Americans havent had a raise in 15 years.,FALSE
Says a $12.5 million incentive deal she approved for Abbott Laboratories contained strong protections for taxpayers if job creation goals were not met.,FALSE
"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",FALSE
The United States has one of the highest corporate tax rates in the world.,FALSE
"Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.",FALSE
Bill White is discriminating. Hes taking jobs from African Americans and giving them to his friends.,FALSE
A legacy of taxing and borrowing crippled the economy we inherited two years ago.,FALSE
The Arizona State Board of Educations failure to report teachers whose certifications have been revoked or suspended ... resulted in the death of a student.,FALSE
Law enforcement in the state of Arizona supports the state's new immigration law.,FALSE
"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""",FALSE
"Obama creates new tax on Christmas trees, fees get passed on to consumers.",FALSE
That 59 divisions in Philly had no votes for Romney in 2012 is (a) mathematical and statistical impossibility.,FALSE
About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.,FALSE
Says Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.,FALSE
Women still earn about 77 cents for every dollar a man earns for working the same job.,FALSE
Donald Trump says all Mexicans are rapists.,FALSE
House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.,FALSE
2008: Unions Spent $400 Million to Elect Obama.,FALSE
Says Texas high school graduates must pass Algebra II to be eligible for automatic admission to states public universities.,FALSE
"Israel in the last three weeks haskilled more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006.",FALSE
Our graduation rate is the highest it's ever been.,FALSE
"Terrorist detainees were not covered by the Geneva Convention. They were unlawful combatants. And under those circumstances, they were not entitled to the normal kinds of courtesies and treatment.",FALSE
"Says Patrick Murphy supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.",FALSE
"There are many studies that indicate that the longer people get unemployment insurance, it provides some disincentive to work.",FALSE
"Says Mary Burkes 2007-09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310.",FALSE
"Under current law, if you go on a dating website and you say youre 32 and youre actually 42, youve committed a misdemeanor.",FALSE
The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.,FALSE
"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.",FALSE
"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.""",FALSE
"For the first time in history, my administration posts our White House visitors online.",FALSE
Says Texas ranks last in the percentage of residents with high school diplomas.,FALSE
The climate hasnt warmed in quite a few years. That is proven scientifically.,FALSE
