statement,label
"Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a womans health.",TRUE
"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.",TRUE
"By the time you drink your coffee, an elephant is killed for its ivory tusks.",TRUE
The overwhelming amount of the money that were raisingis not going to Hillary (Clinton) to run for president. ...Its going to the congressmen and senators to try to take back Congress.,TRUE
"When Sarah Palin was in government, Barack Obama was a community organizer.",TRUE
Says his 9-9-9 tax reform plan is not regressive.,TRUE
About half the people who would qualify for Medicaid expansion in Florida can buy a health care plan for $30 a month on the federal health care exchange.,TRUE
"Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.",TRUE
"Insurers delayed an Illinois man's treatment, and he died because of it.",TRUE
"Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.",TRUE
"Says there are Ohio Turnpike workers getting paid $66,000 a year to collect tolls that machines might collect.",TRUE
Fox changed around their poll eligibility criteria on the day they announced who is in and out of their debate.,TRUE
"Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.",TRUE
"An audit shows there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,",TRUE
"Both China and Japan have surpassed us, with Japanese cars now getting an average of 45 miles to the gallon.",TRUE
This administration is slashing the Navy to pay for more Obamacare.,TRUE
"Since President Obama took office, our federal spending has increased by nearly 30 percent and our national debt has increased by almost 50 percent.",TRUE
McCain will give more tax breaks to big oil.,TRUE
"Since President Obama took full control of Washington, every day, 13,000 more people have been put on food stamps.",TRUE
The election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting. Everything else in this bill is discretionary.,TRUE
"Says President Barack Obama will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.",TRUE
More than 64 percent of minimum-wage earners are women.,TRUE
President Barack Obama deserves to be called the most successful food stamp president in American history because 47 million Americans are on food stamps.,TRUE
"Says Maggie Hassan pays zero property taxes on her $500,000 home.",TRUE
Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.,TRUE
Says Obama called Medicaid broken four years ago.,TRUE
"In the U.S. agreement with the Cuban government, no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy.",TRUE
"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars.",TRUE
"For four days in Denver, the Democrats were afraid to use the words 'Islamic terrorism.'",TRUE
"A former Clinton administration official and other economists agree that if you keep extending these temporary unemployment benefits, youre just going to extend joblessness even more.",TRUE
"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.",TRUE
Cities like Seattle have decided to ban food carts.,TRUE
Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.,TRUE
"Will (HB2)threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.",TRUE
"Some of the things that (Megyn Kelly) said, I didnt say.",TRUE
Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.,TRUE
Sometimes I was the only no vote on the entire board.,TRUE
"Monica Wehby and Jason Conger are causing devastating consequences for nearly 23,000 Oregonians looking for work.",TRUE
"After the U.S.-led military alliance ejected Saddam Husseins forces from Kuwait in 1991, the Kuwaitis never paid us.",TRUE
The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.,TRUE
Says the estate tax is a threat to family farms.,TRUE
We can fix our roads without raising taxes.,TRUE
Says Michelle Obama waved red communist flags on her trip to China.,TRUE
Only 14 percent of Catholics agree with the Vaticans position that abortion should be illegal.,TRUE
Says Donald Trump is against minimum wage.,TRUE
Less than 1 percent of 1 percent of the American population has given an amount over $200 to a federal political campaign.,TRUE
Obama couldn't have afforded his home without Rezko's help.,TRUE
Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day.,TRUE
Americas least-trusted news sources are also its most popular.,TRUE
"Among the nations 51 largest metropolitan areas, Milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs.",TRUE
Only three in 10 Texas doctors are currently accepting new Medicaid patients.,TRUE
"Obama's first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory.",TRUE
"The Clintons now charge the Secret Service $10,000 monthly rent for the use of (a) Secret Service residence and that rent is just about equal to their mortgage payment.",TRUE
Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,TRUE
"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",TRUE
David Cicilline is the 5th most liberal person in the House of Representatives.,TRUE
"Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.",TRUE
"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper.",TRUE
"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",TRUE
We confer more PhDs each year than any other university in America except Berkeley.,TRUE
The Obama administration raised discretionary spending by 24 percent from President George W. Bushs last full-year budget and will run up more debt by October than Bush did in eight years.,TRUE
"200,000 students attempt suicide every year on college campuses.",TRUE
"For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.",TRUE
Taking all the money of the top 1 percent wouldnt keep Medicare going for three years.,TRUE
The majority of (the American people) voted for a Democratic House.,TRUE
We have the highest corporate tax rate in the world. Its 35 percent.,TRUE
Newt balanced the federal budget.,TRUE
"Says Donald Trump was forced to file for bankruptcy not once, not twice, four times.",TRUE
"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",TRUE
The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.,TRUE
Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office ,TRUE
Mayor White has major stake in Barnett Shale production company.,TRUE
"Rep. Jim Renaccis plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy.",TRUE
"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",TRUE
The federal government has made investments in science and technology inventing the products that led to the creation of Google.,TRUE
Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.,TRUE
"Says his administration put more border patrol agents on the U.S.-Mexico border than at any time in history, and the flow of undocumented workers across the border is actually lower than its been in 40 years.",TRUE
"On Syria, alot of the allies signed on. At the last minute, Obama backed off.",TRUE
"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",TRUE
Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.,TRUE
"Barack Obama accepted $200,000 from executives and employees of oil companies.",TRUE
"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.",TRUE
"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.",TRUE
The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.,TRUE
Obamacare could cause 20 million people to lose their current coverage.,TRUE
"Children are crossing the border because President Barack Obama said if you come, youre going to be able to stay, because were not going to enforce the law.",TRUE
Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.,TRUE
"Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion.",TRUE
"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500.",TRUE
Twenty million Americans are out of work.,TRUE
Net immigration from Mexico last year was zero. Fact-check me.,TRUE
"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",TRUE
"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.",TRUE
"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",TRUE
Fourteen million Americans mortgages are greater than the value of their homes.,TRUE
The U.S. Postal Service doesnt run on your tax dollars. Its funded solely by stamps and postage.,TRUE
Cheney is disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.,TRUE
Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet that would require links to opposing opinions.,TRUE
"Weve created more than 850,000 jobs, more than all the other states combined.",TRUE
There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.,TRUE
A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.,TRUE
Says she balanced a $10 billion budget shortfall without raising taxes.,TRUE
"If 20 million illegals vote, you can kiss the Second Amendment goodbye.",TRUE
Planned Parenthood has now (been) found to also illegally sell baby parts.,TRUE
Anyone can die of a toothache.,TRUE
Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,TRUE
"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",TRUE
"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",TRUE
Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,TRUE
Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.,TRUE
"Says President Obama was wrong about Muslims historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.",TRUE
"As a congressman, Mark Neumann voted four times to increase our debt.",TRUE
On oil drilling off Floridas coast,TRUE
"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined.""",TRUE
The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.,TRUE
Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.,TRUE
"Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled.",TRUE
"Theres a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. Theres a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And theres federal grants for felons to set up their own small businesses.",TRUE
Jesus was an undocumented immigrant.,TRUE
On gay marriage,TRUE
"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over $700 billion.",TRUE
(The Opportunity Scholarship Act) would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools.,TRUE
"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",TRUE
This (Ebola) is not as bad as SARSwas in 2003.,TRUE
"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",TRUE
Its four or five states where the number of insurance options have narrowed under the Affordable Care Act.,TRUE
"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",TRUE
"The sequester wont consider whether were cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesnt make those distinctions.",TRUE
Final election 2016 numbers: Trump won the popular vote.,TRUE
Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.,TRUE
Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,TRUE
Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,TRUE
Says U.S. House candidate Carlos Curbelo supported ending the Medicare guarantee.,TRUE
"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days after which it sat on the president's desk for three days, while he was away on vacation.""",TRUE
"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",TRUE
"In this country, we have a 25 percent dropout rate.",TRUE
"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.",TRUE
A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.,TRUE
"Every 20 seconds, a child dies because they lack access to clean water and sanitation.",TRUE
"Fleeing Syria, a million children are now refugees.",TRUE
"Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up, she said. Thats actually cheap when you compare us to the rest of the country.",TRUE
Says his Patient OPTION Act is the only Republican plan that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.,TRUE
Says federal spending has increased 21 percent over the past three years.,TRUE
"If the government shuts down, all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.",TRUE
Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,TRUE
More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,TRUE
"Portland, Ore., has never gotten over 12 to 15 percent ridership of its public transit system in the past 12 years.",TRUE
Solar and wind energy are both cheaper than nuclear right now.,TRUE
Says New Jersey has the highest unemployment rate in the region and stagnant job growth.,TRUE
Says Hillary Clinton wonhealth care for 8 million children.,TRUE
Says abortion is the most common surgery in our country.,TRUE
Income disparities in the United States are the worst since the 1920s.,TRUE
The stimulus bill promised to keep unemployment under 8%.,TRUE
The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,TRUE
"None of the polls being conducted right now have us on the top line. None of them. Its always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, wed be at 20 percent.",TRUE
"98 percent of American families make under $250,000 a year.",TRUE
"The Clinton Foundation gives less than 10(percent in direct aid). In 2013, they raised 140 million bucks, gave $9 million to people in direct aid.",TRUE
Sen. Barbara Boxer passed only three bills in 18 years into law.,TRUE
State employees havent received a raise in five or six years.,TRUE
Says more than eight countries lead the United States in the percentage of college graduates.,TRUE
"Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.",TRUE
Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.,TRUE
Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.,TRUE
"Under President Barack Obama, 8.3 (million) fewer Americans are working today than there were four years ago.",TRUE
"Under Republicans, recessions happen four times as frequently as under Democrats.",TRUE
"Teenage births cost Texas taxpayers $1.1 billion in health care, foster careand lost tax revenue in 2010 alone.",TRUE
Says she made an accurate prediction that if Barack Obama were elected it would encourage Russia to invade Ukraine.,TRUE
Today roughly half of born-again Christians arent voting. Theyre staying home.,TRUE
"Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote.",TRUE
Republican Bob Donovan has run as a Republican time and again.,TRUE
Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.,TRUE
It still had not gotten terrible on the roads by 2 to 3 p.m. Tuesday.,TRUE
We came out against Deepwater and everybody is now paying for [the project] in their electric bills.,TRUE
Americans admire Glenn Beck more than they admire the pope.,TRUE
"Due to over-incarceration in 1950, two out of three young black men were in the workforce. Today, its one out of three black men are in the workforce.",TRUE
Four (maybe five) Latinos have served on the Austin City Council.,TRUE
"I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another.",TRUE
"Says because of his actions, Wisconsin property taxes today are lower than they were four years ago.",TRUE
Democratic candidate Jeff Greene ran for Congress as a California Republican.,TRUE
Says Gov. Rick Scotts approval ratings are up.,TRUE
Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.,TRUE
Says all my grandparents immigrated to America.,TRUE
Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,TRUE
Says Jeb Bush oversaw (an) average in-state tuition increase of 48.2 percent during his tenure.,TRUE
The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.,TRUE
"Mike Pence voted against expanding the Childrens Health Insurance program, which Hillary helped to start.",TRUE
Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,TRUE
Mickey Mouse was registered to vote (in Florida).,TRUE
"Very, very, very few people get a pat-down when they go through airport security.",TRUE
"In September, the Department of Business and Consumer Services enacted a sudden 39% workers compensation premium assessment by rule with little notice to the public.",TRUE
"Giving the facts: 73,000 jobs created ... since 11. Do you know how many direct jobs in the auto industry? 1,800.",TRUE
Says Hillary Clinton and Ralph Northam label police as racists.,TRUE
Most Texans aren't millionaires.,TRUE
The town of Cumberland has its highest bond rating in history.,TRUE
"Since February 2009, our economy has lost roughly 3 million private sector jobs while the federal government has grown by more than 400,000 jobs.",TRUE
I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.,TRUE
Says Dwight Holton has never set foot in an Oregon courtroom.,TRUE
State Medicaid expansion will save our treasury $1 billion over the next eight years.,TRUE
"The U.S. unemployment rate has been massaged, its been doctored.",TRUE
"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",TRUE
Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.,TRUE
"Under Scott Walker, the Wisconsin middle class is shrinking at a faster rate than any other state in the country.",TRUE
"What we have done with the PATRIOT Act, weve given the government enormous powers. Weve given the government the right to reach deeply into peoples private lives, into their business affairs, without a court order.",TRUE
"One in five women in the military are receiving unwanted sexual contact, as are 3.3 percent of men.",TRUE
Virginia spends less per student today than we did in 2008.,TRUE
The economic impact of Atlantas 2000 Super Bowl was $292 million.,TRUE
Do you know those former Soviet Bloc countries have all moved to flat taxes?,TRUE
"More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.",TRUE
Georgia legislation on immigration is a copycat of an Arizona immigration bill.,TRUE
A New York imam wants tohave a mosque at Ground Zero.,TRUE
One of the other inaccuracies ...is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since Ive been in office. It was a quarter mill tax in the unincorporated area only.,TRUE
Some billionaires have a tax rate as low as 1 percent.,TRUE
"The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.",TRUE
Our unemployment rate is now lower than it was before the financial crisis.,TRUE
"It is estimated that every $100 million spent on construction generates 3,000 new jobs.",TRUE
We have the highest corporate income tax in the world right now.,TRUE
"I used tax cuts to help create over 80,000 jobs in New Mexico.",TRUE
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,TRUE
The only time over the last 25 years when the states unemployment rate exceeded the U.S. average was when (Mary) Burke was commerce secretary.,TRUE
Were broke. We dont have any more money.,TRUE
"Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",TRUE
Says direct shipment of wine makes underage drinking as simple as a mouse click.,TRUE
"Under Barack Obama the last two years, the number of federal limousines for bureaucrats has increased 73 percent.",TRUE
"Obama has been sending taxpayer dollars, at least $350,000 to fund anti-Likud, anti-Netanyahu groups in Israelfor (the) election.",TRUE
When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,TRUE
Sixty percent of Americans now support legalizing marijuana.,TRUE
"Since being elected in 2002, Scott Walker has given back over $370,000 of his salary to the county.",TRUE
"Florida ""has the second-highest foreclosure rate in the nation.""",TRUE
"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.",TRUE
"Says Saudi Arabia, a U.S. ally, has paid to export throughout the world Wahhabism -- an extreme form of Islam that basically teaches Americans are the devil.",TRUE
Bill Clinton presided over the biggest expansion of the American economy since World War II.,TRUE
"When they passed Obamacare, they put a bailout fund in Obamacare. We led the effort and wiped out that bailout fund.",TRUE
David Dewhurst has never once cut one penny from the state budget.,TRUE
Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,TRUE
An amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws.,TRUE
Its illegal for a state to say were simply going to cut off (union contract) negotiations. Theres a legal requirement that you are involved in good faith bargaining.,TRUE
In Rhode Island there are 150 different pension plans for public workers.,TRUE
Dave Brat worked on Democrat Gov. Tim Kaines Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.,TRUE
"Women still do not get paid as much as men, even for the same work, period.",TRUE
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt.",TRUE
Says Donald Trump has a long history of exporting jobs overseas.,TRUE
"Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.",TRUE
A defense bill includes language that would require military hospitals to provide abortions on demand.,TRUE
Says Gov. Scott Walkers repeal of a 2009 law has left Wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck.,TRUE
Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,TRUE
We are the only major country on Earth that doesnt guarantee health care to all people as a right.,TRUE
"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?",TRUE
"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.",TRUE
"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.",TRUE
We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,TRUE
I'm proud to have had a 100 percent pro-life voting record.,TRUE
Americans are 20 times as likely to die from gun violence as citizens of other civilized countries.,TRUE
Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,TRUE
There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,TRUE
To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,TRUE
Theres a mosque inside of the Pentagon.,TRUE
"I would love to see us have in this country what I helped lead in Arkansas...Amendment 65 (which) says that we believe life begins at conception, and that we ought to do everything in the world possible to protect it until its natural conclusion.",TRUE
"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.",TRUE
"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over.",TRUE
Says Austin is the largest city in the U.S. without nonstop flights to Europe.,TRUE
On Common Core education standards,TRUE
We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.,TRUE
"Says (t)his 12 year council Seat-warmer has never chaired, vice chaired, or led a single Council committee meeting.",TRUE
On running for the U.S. Senate as an independent.,TRUE
"Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.",TRUE
Candidate for governor Roy Barnes has been fighting hard to let illegal immigrants vote.,TRUE
"Workers in the United States are making less than they were almost 20 years ago, and yet they are working harder.",TRUE
Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.,TRUE
90 percent of all pain medications are prescribed in the United States.,TRUE
"Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it.",TRUE
Says the Beaumont school districts superintendent is the highest-paid in the state.,TRUE
"A violent felon can buy (a gun) over the Internet with no background check, no questions asked.",TRUE
Says Mexico can afford to build a wall because the countrys trade deficit with America is billions of dollars.,TRUE
"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",TRUE
"Mathematically, the White Sox can still get in the playoffs.",TRUE
Congress secured special Obamacare rules to prevent their healthcare costs from rising.,TRUE
"Since Rick Perry became governor, poverty rates in Texas increased from 15.1% to 17.5% which is higher than the national average.",TRUE
"Since the time of the Civil War, weve made a distinction in this country between the availability and the ability to access for people who were in the military, versus the rest of us, to vote.",TRUE
Says his campaign has released his past tax returns.,TRUE
"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams.",TRUE
Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,TRUE
The media widely overlooked comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.,TRUE
Says she voted against the Medicare Part D prescription drug program because it was unfunded.,TRUE
"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.",TRUE
U.S. Sen. Bill Nelson was the deciding vote for the health care law.,TRUE
"Says Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators.",TRUE
"Says Adam Hasner said he will never accept a pay increase, but he voted to raise his pay four times.",TRUE
One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically.,TRUE
"For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks for incumbent Milwaukee County Executive Chris Abele.",TRUE
"More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but the federal government has still only committed $7 million to help Florida.",TRUE
"Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.",TRUE
In the latest jobs numbers Wisconsin ranked third in the Midwest.,TRUE
The first professional baseball team was from an Ohio city.,TRUE
I'm for a three-state political solution in Iraq. (Romney) is not.,TRUE
"Says that unlike Texas, Missouri has a perfect AAA credit rating.",TRUE
"The president can ""authorize the killing of a U.S. citizen who fights for a foreign terrorist organization.""",TRUE
More whites than blacks are victims of deadly police shootings.,TRUE
Some Republican leaders in Congress are pushing to make privatizing Social Security a key part of their legislative agenda if they win a majority in Congress this fall.,TRUE
40 percent of U.S. gun sales are occurring outside of licensed gun dealers.,TRUE
"The 2011 Rebuild America Jobs Act would have cost the average American family $1,000 a year while making no significant impact to fix our infrastructure and roads.",TRUE
Proposed tax changes are a handout to BP.,TRUE
"Medicare Part D was far more expensive than the Affordable Care Act and unlike the act, was never budgeted.",TRUE
Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,TRUE
"More than 400 car crashes occur each year on the current, congested Columbia River Bridge.",TRUE
Says President Ronald Reagan had a month of job creation of 1 million.,TRUE
"Weve had examples like in Yuma County, where weve been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.",TRUE
For the cost of the Iraq War we couldve ended world hunger for 30 years.,TRUE
"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck.",TRUE
"Says its a statistical reality that most single moms are very poor, under-educated, cant get a job, and if it werent for government assistance, their kids would be starving to death.",TRUE
"Bill Richardson passed the first law in the nation giving National Guard soldiers $400,000 in life insurance.",TRUE
"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes.",TRUE
"In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.",TRUE
We have the highest (corporate tax rates) in the world right now.,TRUE
"The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.",TRUE
"You cant read a speech by George Washington . . . without hearing him reference God, the Almighty.",TRUE
"Says Jeff Wentworth, bending the rules, has used $211,743.96 in campaign contributions to lease luxury cars.",TRUE
"Says If Oregons Legislature simply authorizes $450 million for the CRC, it will leave Oregon holding the bag for a great deal more cost responsibility.",TRUE
We cut property taxes for seniors and our middle class.,TRUE
There were $2 billion in earmarks in fiscal year 2012.,TRUE
Eight million Americans have dropped out of the work force since (Barack) Obama became president. ... The real unemployment rate is 19 percent.,TRUE
"Under David Dewhursts leadership, the Texas Senate passed an expansion of in-state tuition and free health care to illegal immigrants.",TRUE
Photos prove the Denver light rail system has low ridership.,TRUE
Rhode Island already gets more revenue per capita from gambling than any other state in the country.,TRUE
"Says a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.",TRUE
Says U.S. Senate candidate Eric Hovde has no problem with raising taxes.,TRUE
"Rick Santorum says Rick Perry requested 1,200 earmarks as governor of Texas.",TRUE
Nancy Pelosi wants a Windfall Tax on Retirement Income.,TRUE
